0.0,0,S
1.0,0,S
1,1.0,S
0.0,1,S
0.30906629868671825,0.6632589466070187,A
0.7012166682180024,0.6087116041184353,A
0.755493411569412,0.43580559692908355,A
0.38391800214039074,0.25966328629742547,A
0.7340058246102582,0.20204264986101872,A
0.9306900591147719,0.5528218401024282,A
0.5611924812198772,0.07383277958780607,A
0.40189555633456914,0.45621464986992283,A
0.8861494764844629,0.4279725738277851,A
0.9451496647585178,0.25670001893816374,A
0.7364739509456038,0.5680466693442121,A
0.4004634989232323,0.6855542521225059,A
0.09521912547851095,0.26277251219420517,A
0.6823767232875209,0.4211830774155584,A
0.15255752039319714,0.09541271651767423,A
0.07681668182261728,0.9369519721982991,A
0.24710584842701422,0.275776246635848,A
0.3592817609007103,0.9496783050061368,A
0.7685272374809955,0.3585707014612031,A
0.07317712129245355,0.5568409839818066,A
0.2984442063572312,0.1515742999863607,A
0.2687791525079565,0.37972560669512734,A
0.46207980133193693,0.1744386920340672,A
0.23846352110367325,0.14469501490940806,A
0.05840138430289839,0.2968596940140774,A
0.4264928397139001,0.26883556423543575,A
0.28629888120273456,0.3077896926890245,A
0.5515680306224567,0.7797035529858711,A
0.18818875143512853,0.5523266121041404,A
0.6685401416970295,0.7498375133857339,A
